"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_residents_sex_f_prop","cases_residents_sex_m_prop","cases_residents_sex_x_prop","cases_residents_sex_u_prop","cases_age_mean","cases_residents_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_residents_sex_f_prop","tests_residents_sex_m_prop","tests_residents_sex_x_prop","tests_residents_sex_u_prop","tests_age_mean","tests_residents_age_mean","tests_prop_positive","tests_residents_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_confirmed","hospital_total_confirmed_change","hospital_normal_confirmed","hospital_normal_confirmed_change","hospital_intensive_confirmed","hospital_intensive_confirmed_change","hospital_total_suspected","hospital_total_suspected_change","hospital_normal_suspected","hospital_normal_suspected_change","hospital_intensive_suspected","hospital_intensive_suspected_change","hospital_normal_isolated","hospital_intensive_isolated","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_admissions_new_ma7","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","hospital_discharges_new_ma7","active","active_change","active_residents","active_residents_change","recovered","recovered_new","recovered_residents","recovered_residents_change","state","flags"
2020-02-29,2020-03-01T17:00:00.000+01:00,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,1,1,,,0,0,,,"import",""
2020-03-04,2020-03-05T17:30:00.000+01:00,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"import",""
2020-03-05,2020-03-06T18:15:00.000+01:00,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"import",""
2020-03-06,2020-03-07T20:00:00.000+01:00,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"import",""
2020-03-07,2020-03-08T19:00:00.000+01:00,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"import",""
2020-03-09,2020-03-10T19:00:00.000+01:00,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"import",""
2020-03-11,2020-03-12T19:00:00.000+01:00,,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-12,2020-03-13T21:00:00.000+01:00,,38,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-13,2020-03-14T12:00:00.000+01:00,,51,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-14,2020-03-15T18:00:00.000+01:00,,77,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-15,2020-03-16T09:00:00.000+01:00,,81,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,9,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-16,2020-03-17T09:00:00.000+01:00,,140,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-17,2020-03-18T09:00:00.000+01:00,,203,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-18,2020-03-19T09:00:00.000+01:00,,335,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,14,,10,,4,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,6,,,,"local",""
2020-03-19,2020-03-20T14:00:00.000+01:00,,484,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,19,5,16,6,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-20,2020-03-21T16:00:00.000+01:00,,670,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,29,10,26,10,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-21,2020-03-22T17:00:00.000+01:00,,798,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,,93,64,88,62,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-22,2020-03-23T19:00:00.000+01:00,,875,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-23,2020-03-24T19:00:00.000+01:00,,1099,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9500,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-24,2020-03-25T16:00:00.000+01:00,,1333,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,,143,,122,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-25,2020-03-26T17:45:00.000+01:00,,1453,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-26,2020-03-27T16:30:00.000+01:00,,1605,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.54,,,,,,,46.0,,13738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,,,,,,,,,80.0,,53.0,,148,,123,,25,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,40,,,,"local",""
2020-03-27,2020-03-28T17:30:00.000+01:00,,1831,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-28,2020-03-29T17:30:00.000+02:00,,1950,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-29,2020-03-30T15:00:00.000+02:00,,1988,38,1733,,255,,,,,,,,,,,,,,,,,,,,,,,,,,0.87173,0.12827,,,,,,,,,,,16199,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2,,,,,,,,,,,,,202,,171,,31,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,80,,,,"local",""
2020-03-30,2020-03-31T17:45:00.000+02:00,,2178,190,1883,150,295,40,,,,,,,,,,,,,,,,,,,,,,,,,0.86455,0.13545,,,,,,,,,,,17511,1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-03-31,2020-04-01T17:45:00.000+02:00,,2319,141,1992,109,327,32,,,,,,,,,,,,,,,,,,,,,,,,,0.85899,0.14101,,,,,,,,,,,18690,1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-04-01,2020-04-02T17:45:00.000+02:00,,2487,168,2099,107,388,61,,,,,,,,,,,,,,,,,,,,,,,,,0.84399,0.15601,,,,,,,,,,,20092,1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"local",""
2020-04-02,2020-04-03T17:30:00.000+02:00,,2612,125,2201,102,411,23,,,,,,,,,,,,,,,,,,,,,,,,,0.84265,0.15735,0.49,0.51,,,,,,,46.0,,21463,1371,17925,,3538,,,,,,,,,,,,,,,,,,,,,,,,,,0.835158,0.164842,,,,,,,,,,,,,,,17925,,3538,,0.835158,0.164842,,,,,31,1,1,,,,,,,,,86.0,,,232,,199,,33,,,,,,,,,,,,,,,,10,,0,,10,,,,,,174,,,,,,,,500,,,,"local","3"
2020-04-03,2020-04-04T18:00:00.000+02:00,,2729,117,2291,90,438,27,,,,,,,,,,,,,,,,,,,,,,,,,0.8395,0.1605,0.49,0.51,,,,,,,46.0,,22793,1330,18966,1041,3827,289,,,,,,,,,,,,,,,,,,,,,,,,,0.832098,0.167902,,,,,,,,,,,,,,,18966,1041,3827,289,0.832098,0.167902,,,,,31,0,1,0,,,,,,,,86.0,,,230,-2,195,-4,35,2,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,,190,16,,,,,,,,,,,"local","3,4"
2020-04-04,2020-04-05T17:30:00.000+02:00,,2804,75,2351,60,453,15,,,,,,,,,,,,,,,,,,,,,,,,,0.83845,0.16155,0.49,0.51,,,,,,,46.0,,23687,894,19689,723,3998,171,,,,,,,,,,,,,,,,,,,,,,,,,0.831215,0.168785,,,,,,,,,,,,,,,19689,723,3998,171,0.831215,0.168785,,,,,36,5,1,0,,,,,,,,86.0,,,233,3,200,5,33,-2,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,,241,51,,,,,,,,,,,"local","3,4"
2020-04-05,2020-04-06T17:30:00.000+02:00,,2843,39,2384,33,459,6,,,,,,,,,,,,,,,,,,,,,,,,,0.83855,0.16145,0.49,0.51,,,,,,,46.0,,24291,604,20112,423,4179,181,,,,,,,,,,,,,,,,,,,,,,,,,0.827961,0.172039,,,,,,,,,,,,,,,20112,423,4179,181,0.827961,0.172039,,,,,41,5,1,0,,,,,,,,86.0,,,223,-10,191,-9,32,-1,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,,253,12,,,,,,,,,,,"local","3,4"
2020-04-06,2020-04-07T17:30:00.000+02:00,,2970,127,2478,94,492,33,,,,,,,,,,,,,,,,,,,,,,,,,0.83434,0.16566,0.4973,0.5027,,,,,,,46.0,,25702,1411,21209,1097,4493,314,,,,,,,,,,,,,,,,,,,,,,,,,0.825189,0.174811,,,,,,,,,,,,,,,21209,1097,4493,314,0.825189,0.174811,,,,,44,3,1,0,,,,,,,,86.0,,,231,8,196,5,35,3,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,,310,57,,,,,,,,,,,"local","3,4"
2020-04-07,2020-04-08T17:35:00.000+02:00,,3034,64,2524,46,510,18,,,,,,,,,,,,,,,,,,,,,,,,,0.83191,0.16809,0.496,0.504,,,,,,,46.0,,26573,871,21892,683,4681,188,,,,,,,,,,,,,,,,,,,,,,,,,0.823844,0.176156,,,,,,,,,,,,,,,21892,683,4681,188,0.823844,0.176156,,,,,46,2,1,0,,,,,,,,86.0,,,231,0,197,1,34,-1,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,,354,44,,,,,,,,,,,"local","3,4"
2020-04-08,2020-04-09T17:35:00.000+02:00,,3115,81,2594,70,521,11,,,,,,,,,,,,,,,,,,,,,,,,,0.83274,0.16726,0.496,0.504,,,,,,,46.0,,27521,948,22650,758,4871,190,,,,,,,,,,,,,,,,,,,,,,,,,0.823008,0.176992,,,,,,,,,,,,,,,22650,758,4871,190,0.823008,0.176992,,,,,52,6,1,0,,,,,,,84.0,87.0,,,220,-11,190,-7,30,-4,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,,374,20,,,,,,,,,,,"local","3,4"
2020-04-09,2020-04-10T17:40:00.000+02:00,,3223,108,2644,50,579,58,,,,,,,,,,,,,,,,,,,,,,,,,0.82035,0.17965,0.495,0.505,,,,,,,46.0,,28273,752,23211,561,5062,191,,,,,,,,,,,,,,,,,,,,,,,,,0.82096,0.17904,,,,,,,,,,,,,,,23211,561,5062,191,0.82096,0.17904,,,,,54,2,1,0,,,,,,,,87.0,,,234,14,202,12,32,2,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,,412,38,,,,,,,,,,,"local","3,4"
2020-04-10,2020-04-11T18:35:00.000+02:00,,3270,47,2679,35,591,12,,,,,,,,,,,,,,,,,,,,,,,,,0.81927,0.18073,0.495,0.505,,,,,,,46.0,,28965,692,23724,513,5241,179,,,,,,,,,,,,,,,,,,,,,,,,,0.819057,0.180943,,,,,,,,,,,,,,,23724,513,5241,179,0.819057,0.180943,,,,,62,8,1,0,,,,,,,,87.0,,,210,-24,177,-25,33,1,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,,444,32,,,,,,,,,,,"local","3,4"
2020-04-11,2020-04-12T17:35:00.000+02:00,,3281,11,2685,6,596,5,,,,,,,,,,,,,,,,,,,,,,,,,0.81835,0.18165,0.495,0.505,,,,,,,46.0,,29165,200,23873,149,5292,51,,,,,,,,,,,,,,,,,,,,,,,,,0.81855,0.18145,,,,,,,,,,,,,,,23873,149,5292,51,0.81855,0.18145,,,,,66,4,1,0,,,,,,,,85.0,,,214,4,183,6,31,-2,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,,465,21,,,,,,,,,,,"local","3,4"
2020-04-12,2020-04-13T18:00:00.000+02:00,,3292,11,2694,9,598,2,,,,,,,,,,,,,,,,,,,,,,,,,0.81835,0.18165,0.495,0.505,,,,,,,46.0,,29315,150,24000,127,5315,23,,,,,,,,,,,,,,,,,,,,,,,,,0.818694,0.181306,,,,,,,,,,,,,,,24000,127,5315,23,0.818694,0.181306,,,,,67,1,1,0,,,,,,,,85.0,,,211,-3,178,-5,33,2,,,,,,,,,,,,,,,10,0,0,0,10,0,,,,,467,2,,,,,,,,,,,"local","3,4"
2020-04-13,2020-04-14T20:10:00.000+02:00,,3307,15,2707,13,600,2,,,,,,,,,,,,,,,,,,,,,,,,,0.81857,0.18143,0.495,0.505,,,,,,,46.0,,29523,208,24177,177,5346,31,,,,,,,,,,,,,,,,,,,,,,,,,0.818921,0.181079,,,,,,,,,,,,,,,24177,177,5346,31,0.818921,0.181079,,,,,67,0,1,0,,,,,,,,85.0,,,192,-19,161,-17,31,-2,,,,,,,,,,,,,,,9,-1,0,0,9,-1,,,,,486,19,,,,,,,,,,,"local","3,4"
2020-04-14,2020-04-15T18:15:00.000+02:00,,3373,66,2760,53,613,13,,,,,,,,,,,,,,,,,,,,,,,,,0.81826,0.18174,0.495,0.505,,,,,,,46.0,,30723,1200,25060,883,5663,317,,,,,,,,,,,,,,,,,,,,,,,,,0.815676,0.184324,,,,,,,,,,,,,,,25060,883,5663,317,0.815676,0.184324,,,,,68,1,1,0,,,,,,,,84.0,,,191,-1,158,-3,33,2,,,,,,,,,,,,,,,9,0,0,0,9,0,,,,,526,40,,,,,,,,,,,"local","3,4"
2020-04-15,2020-04-16T18:30:00.000+02:00,,3444,71,2830,70,614,1,,,,,,,,,,,,,,,,,,,,,,,,,0.82172,0.17828,0.494,0.506,,,,,,,46.0,,31660,937,25797,737,5863,200,,,,,,,,,,,,,,,,,,,,,,,,,0.814814,0.185186,,,,,,,,,,,,,,,,,,,,,,,,,68,0,1,0,0.65,,0.43,0.57,,,83.0,85.0,53.0,96.0,205,14,170,12,35,2,,,,,,,,,,,,,,,9,0,0,0,9,0,,,,,552,26,,,,,,,,,,,"local",""
2020-04-16,2020-04-17T18:10:00.000+02:00,,3480,36,2858,28,622,8,,,,,,,,,,,,,,,,,,,,,,,,,0.82126,0.17874,0.495,0.505,,,,,,,46.0,,32394,734,26395,598,5999,136,,,,,,,,,,,,,,,,,,,,,,,,,0.814811,0.185189,,,,,,,,,,,,,,,26395,,5999,,0.814811,0.185189,,,,,72,4,1,0,0.671,,0.443,0.557,,,,84.5,,,178,-27,149,-21,29,-6,,,,,,,,,,,,,,,9,0,0,0,9,0,,,,,579,27,,,,,,,,,,,"local","3"
2020-04-17,2020-04-18T17:30:00.000+02:00,,3537,57,2907,49,630,8,,,,,,,,,,,,,,,,,,,,,,,,,0.82188,0.17812,0.493,0.507,,,,,,,46.0,,33252,858,27102,707,6150,151,,,,,,,,,,,,,,,,,,,,,,,,,0.815049,0.184951,,,,,,,,,,,,,,,27102,707,6150,151,0.815049,0.184951,,,,,72,0,1,0,0.671,,0.443,0.557,,,,84.5,,,180,2,148,-1,32,3,,,,,,,,,,,,,,,9,0,0,0,9,0,,,,,601,22,,,,,,,,,,,"local","3,4"
2020-04-18,2020-04-19T17:30:00.000+02:00,,3550,13,2917,10,633,3,,,,,,,,,,,,,,,,,,,,,,,,,0.82169,0.17831,0.493,0.507,,,,,,,46.0,,33666,414,27429,327,6237,87,,,,,,,,,,,,,,,,,,,,,,,,,0.814739,0.185261,,,,,,,,,,,,,,,27429,327,6237,87,0.814739,0.185261,,,,,73,1,1,0,0.6,,0.467,0.533,,,,85.0,,,181,1,150,2,31,-1,,,,,,,,,,,,,,,9,0,0,0,9,0,,,,,627,26,,,,,,,,,,,"local","3,4"
2020-04-19,2020-04-20T17:30:00.000+02:00,,3558,8,2921,4,637,4,,,,,,,,,,,,,,,,,,,,,,,,,0.82097,0.17903,0.493,0.507,,,,,,,46.0,,33798,132,27532,103,6266,29,,,,,,,,,,,,,,,,,,,,,,,,,0.814604,0.185396,,,,,,,,,,,,,,,27532,103,6266,29,0.814604,0.185396,,,,,75,2,1,0,0.68,,0.453,0.547,,,,85.0,,,185,4,153,3,32,1,,,,,,,,,,,,,,,8,-1,0,0,8,-1,,,,,637,10,,,,,,,,,,,"local","3,4"
2020-04-20,2020-04-21T17:50:00.000+02:00,,3618,60,2951,30,667,30,,,,,,,,,,,,,,,,,,,,,,,,,0.81564,0.18436,0.491,0.509,,,,,,,46.0,,34962,1164,28380,848,6582,316,,,,,,,,,,,,,,,,,,,,,,,,,0.811738,0.188262,,,,,,,,,,,,,34962,,28380,848,6582,316,0.811738,0.188262,,,,,78,3,1,0,0.679,,0.449,0.551,,,83.0,85.0,,,185,0,153,0,32,0,,,,,,,,,,,,,,,7,-1,0,0,7,-1,,,,15,670,33,,24,,,,,,,,,"local","4"
2020-04-21,2020-04-22T18:35:00.000+02:00,,3654,36,2973,22,681,14,,,,,,,,,,,,,,,,,,,,,,,,,0.81363,0.18637,0.489,0.511,,,,,,,46.0,,36087,1125,29232,852,6855,273,,,,,,,,,,,,,,,,,,,,,,,,,0.810042,0.189958,,,,,,,,,,,,,36087,1125,29232,852,6855,273,0.810042,0.189958,,,,,80,2,1,0,0.654,,0.432,0.568,,,83.0,85.0,,,172,-13,143,-10,29,-3,,,,,,,,,,,,,,,7,0,0,0,7,0,,,,14,711,41,,26,,,,,,,,,"local",""
2020-04-22,2020-04-23T17:35:00.000+02:00,,3665,11,2979,6,686,5,,,,,,,,,,,,,,,,,,,,,,,,,0.81282,0.18718,0.489,0.511,,,,,,,46.0,,36891,804,29836,604,7005,150,,,,,,,,,,,,,,,,,,,,,,,,,0.809859,0.190141,,,,,,,,,,,,,36891,804,29836,604,7055,200,0.808761,0.191239,,,,,83,3,1,0,0.659,,0.44,0.56,,,83.0,85.0,,,165,-7,138,-5,27,-2,,,,,,,,,,,,,,,6,-1,0,0,6,-1,,,,13,728,17,27,24,,,,,,,,,"local","5,6"
2020-04-23,2020-04-24T17:55:00.000+02:00,,3695,30,2998,19,697,11,,,,,,,,,,,,,,,,,,,,,,,,,0.81137,0.18863,0.49,0.51,,,,,,,46.0,,37782,891,30414,578,7368,363,,,,,,,,,,,,,,,,,,,,,,,,,0.804987,0.195013,,,,,,,,,,,,,37782,891,30414,578,7368,313,0.804987,0.195013,,,,,85,2,1,0,0.667,,0.453,0.547,,,83.0,85.0,,,163,-2,138,0,25,-2,,,,,,,,,,,,,,,5,-1,0,0,5,-1,,,,14,760,32,,26,603,,,,3007,,,,"local","6"
2020-04-24,2020-04-25T17:55:00.000+02:00,,3711,16,3007,9,704,7,,,,,,,,,,,,,,,,,,,,,,,,,0.81029,0.18971,0.49,0.51,,,,,,,46.0,,38514,732,31067,653,7447,79,,,,,,,,,,,,,,,,,,,,,,,,,0.806642,0.193358,,,,,,,,,,,,,38514,732,31067,653,7447,79,0.806642,0.193358,,,,,85,0,1,0,0.655,,0.442,0.558,,,84.0,85.0,,,163,0,137,-1,26,1,,,,,,,,,,,,,,,5,0,0,0,5,0,,,,,780,20,,,538,-65,,,3088,81,,,"local",""
2020-04-25,2020-04-26T17:30:00.000+02:00,,3723,12,3017,10,706,2,,,,,,,,,,,,,,,,,,,,,,,,,0.81037,0.18963,0.49,0.51,,,,,,,46.0,,39003,489,31452,385,7551,104,,,,,,,,,,,,,,,,,,,,,,,,,0.8064,0.1936,,,,,,,,,,,,,39003,489,31452,385,7551,104,0.8064,0.1936,,,,,88,3,1,0,0.667,,0.473,0.527,,,83.0,85.0,,,146,-17,124,-13,22,-4,,,,,,,,,,,,,,,5,0,0,0,5,0,,,,,788,8,,,531,-7,,,3104,16,,,"local",""
2020-04-26,2020-04-27T17:30:00.000+02:00,,3729,6,3020,3,709,3,,,,,,,,,,,,,,,,,,,,,,,,,0.80987,0.19013,0.49,0.51,,,,,,,46.0,,39102,99,31516,64,7589,38,,,,,,,,,,,,,,,,,,,,,,,,,0.805933,0.194067,,,,,,,,,,,,,39102,99,31516,64,7589,38,0.805933,0.194067,,,,,88,0,1,0,0.674,,0.438,0.562,,,83.0,84.0,,,141,-5,121,-3,20,-2,,,,,,,,,,,,,,,5,0,0,0,5,0,,,,,790,2,,,518,-13,,,3123,19,,,"local","5,6,3,4"
