"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_residents_sex_f_prop","cases_residents_sex_m_prop","cases_residents_sex_x_prop","cases_residents_sex_u_prop","cases_age_mean","cases_residents_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_residents_sex_f_prop","tests_residents_sex_m_prop","tests_residents_sex_x_prop","tests_residents_sex_u_prop","tests_age_mean","tests_residents_age_mean","tests_prop_positive","tests_residents_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_confirmed","hospital_total_confirmed_change","hospital_normal_confirmed","hospital_normal_confirmed_change","hospital_intensive_confirmed","hospital_intensive_confirmed_change","hospital_total_suspected","hospital_total_suspected_change","hospital_normal_suspected","hospital_normal_suspected_change","hospital_intensive_suspected","hospital_intensive_suspected_change","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","active","active_change","active_residents","active_residents_change","recovered","recovered_new","recovered_residents","recovered_residents_change","state","flags"
2020-02-24,2020-08-27T17:45:00.000+02:00,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,""
2020-02-25,2020-08-27T17:45:00.000+02:00,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,9,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,9,7,0,0,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,""
2020-02-26,2020-08-27T17:45:00.000+02:00,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,11,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,11,2,0,0,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,""
2020-02-27,2020-08-27T17:45:00.000+02:00,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,12,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,12,1,0,0,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,""
2020-02-28,2020-08-27T17:45:00.000+02:00,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,7,16,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,7,16,4,3,3,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,""
2020-02-29,2020-08-27T17:45:00.000+02:00,,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,17,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.15,,,,,,,,,,,,,20,1,17,1,3,0,0.81,0.19,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,0,,0,1,,,,0,,,,"import",""
2020-03-01,2020-08-28T17:25:00.000+02:00,,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,17,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.15,,,,,,,,,,,,,20,0,17,0,3,0,0.81,0.19,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,1,0,,,,,,,,""
2020-03-02,2020-08-27T17:45:00.000+02:00,,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,21,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,0.778,0.222,,,,,,,,,,,,,27,7,21,4,6,3,0.75,0.25,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,1,0,,,,,,,,""
2020-03-03,2020-08-27T17:45:00.000+02:00,,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,23,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,,0.742,0.258,,,,,,,,,,,,,31,4,23,2,8,2,0.719,0.281,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,1,0,,,,,,,,""
2020-03-04,2020-08-28T17:25:00.000+02:00,,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,24,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,0.742,0.258,,,,,,,,,,,,,31,0,23,0,8,0,0.719,0.281,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,1,0,,,,,,,"import",""
2020-03-05,2020-08-27T17:45:00.000+02:00,,2,1,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,6,29,5,10,1,,,,,,,,,,,,,,,,,,,,,,,,,0.757,0.243,,,,,,,,,,,,,37,6,28,5,9,1,0.737,0.263,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,2,1,,,,,,,"import",""
2020-03-06,2020-08-27T17:45:00.000+02:00,,3,1,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,9,35,6,13,3,,,,,,,,,,,,,,,,,,,,,,,,,0.739,0.261,,,,,,,,,,,,,46,9,34,6,12,3,0.723,0.277,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,3,1,,,,,,,"import",""
2020-03-07,2020-08-27T17:45:00.000+02:00,,4,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,6,41,6,13,0,,,,,,,,,,,,,,,,,,,,,,,,,0.769,0.231,,,,,,,,,,,,,52,6,40,6,12,0,0.755,0.245,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,4,1,,,,,,,"import",""
2020-03-08,2020-08-27T17:45:00.000+02:00,,4,0,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,41,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,0.769,0.231,,,,,,,,,,,,,52,0,40,0,12,0,0.755,0.245,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,4,0,,,,,,,,""
2020-03-09,2020-08-27T17:45:00.000+02:00,,4,0,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,16,56,15,14,1,,,,,,,,,,,,,,,,,,,,,,,,,0.809,0.191,,,,,,,,,,,,,68,16,55,15,13,1,0.797,0.203,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,4,0,,,0,,,,"import",""
2020-03-10,2020-08-27T17:45:00.000+02:00,,4,0,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,25,77,21,18,4,,,,,,,,,,,,,,,,,,,,,,,,,0.817,0.183,,,,,,,,,,,,,93,25,76,21,17,4,0.809,0.191,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,4,0,,,0,0,,,,""
2020-03-11,2020-08-27T17:45:00.000+02:00,,6,2,4,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,51,111,34,35,17,,,,,,,,,,,,,,,,,,,,,,,,,0.7639,0.2361,,,,,,,,,,,,,144,51,110,34,34,17,0.7586,0.2414,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,6,2,,,0,0,,,"local",""
2020-03-12,2020-08-27T17:45:00.000+02:00,,21,15,17,13,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,199,282,171,63,28,,,,,,,,,,,,,,,,,,,,,,,,,0.8198,0.1802,,,,,,,,,,,,,343,199,281,171,62,28,0.8174,0.1826,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,21,15,,,0,0,,,"local",""
2020-03-13,2020-08-27T17:45:00.000+02:00,,45,24,39,22,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,205,465,183,85,22,,,,,,,,,,,,,,,,,,,,,,,,,0.8464,0.1536,,,,,,,,,,,,,547,204,463,182,84,22,0.8434,0.1566,,,,,1,1,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,45,24,,,0,0,,,"local",""
2020-03-14,2020-08-27T17:45:00.000+02:00,,66,21,57,18,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,107,557,92,100,15,,,,,,,,,,,,,,,,,,,,,,,,,0.8456,0.1544,,,,,,,,,,,,,653,106,554,91,99,15,0.843,0.157,,,,,1,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,66,21,,,0,0,,,"local",""
2020-03-15,2020-08-27T17:45:00.000+02:00,,66,0,57,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,25,575,18,107,7,,,,,,,,,,,,,,,,,,,,,,,,,0.8392,0.1608,,,,,,,,,,,,,677,24,571,17,106,7,0.8368,0.1632,,,,,1,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,0,66,0,,,0,0,,,"local",""
2020-03-16,2020-09-01T17:20:00.000+02:00,,99,33,89,32,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109,427,933,358,176,69,,,,,,,,,,,,,,,,,,,,,,,,,0.83971,0.16029,,,,,,,,,,,,,1097,420,924,353,173,67,0.83818,0.16182,,,,,1,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,,0,,0,0,,,,,,0,98,32,88,,0,0,0,,"local",""
2020-03-17,2020-09-01T17:20:00.000+02:00,,222,123,198,109,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785,676,1512,579,273,97,,,,,,,,,,,,,,,,,,,,,,,,,0.84954,0.15046,,,,,,,,,,,,,1747,650,1484,560,263,90,0.848,0.152,,,,,3,2,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,219,121,195,,0,0,0,,"local",""
2020-03-18,2020-09-25T14:30:00.000+02:00,,382,160,347,149,35,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742,957,2394,882,348,75,,,,,,,,,,,,,,,,,,,,,,,,,0.8762,0.1238,,,,,,,,,,,,,2698,951,2360,876,338,75,0.8732,0.1268,,,,,3,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,6,,0,378,159,344,,0,0,0,,"local",""
2020-03-19,2020-09-25T14:30:00.000+02:00,,525,143,483,136,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3723,981,3295,901,428,80,,,,,,,,,,,,,,,,,,,,,,,,,0.88798,0.11202,,,,,,,,,,,,,3669,971,3252,892,417,79,0.88526,0.11474,,,,,4,1,,,,,,,,,,,,,1,1,1,1,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,520,142,479,,0,0,0,,"local",""
2020-03-20,2020-09-25T14:30:00.000+02:00,,700,175,651,168,49,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4852,1129,4290,995,562,134,,,,,,,,,,,,,,,,,,,,,,,,,0.88738,0.11262,,,,,,,,,,,,,4777,1108,4231,979,546,129,0.88453,0.11547,,,,,6,2,,,,,,,,,,,,,21,20,18,17,3,3,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,693,173,645,,0,0,0,,"local",""
2020-03-21,2020-09-25T14:30:00.000+02:00,,827,127,770,119,57,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5343,491,4728,438,615,53,,,,,,,,,,,,,,,,,,,,,,,,,0.88819,0.11181,,,,,,,,,,,,,5259,482,4661,430,598,52,0.88505,0.11495,,,,,7,1,,,,,,,,,,,,,62,41,56,38,6,3,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,8,819,126,763,,0,0,0,,"local",""
2020-03-22,2020-09-25T14:30:00.000+02:00,,848,21,791,21,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5364,21,4749,21,615,0,,,,,,,,,,,,,,,,,,,,,,,,,0.88864,0.11136,,,,,,,,,,,,,5280,21,4682,21,598,0,0.88549,0.11451,,,,,7,0,,,,,,,,,,,,,65,3,63,7,2,-4,,,,,,,,,,,,,3,3,0,0,0,0,,,,,,0,840,21,784,,0,0,0,,"local",""
2020-03-23,2020-09-25T14:30:00.000+02:00,,1090,242,1010,219,80,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6585,1221,5853,1104,732,117,,,,,,,,,,,,,,,,,,,,,,,,,0.89162,0.10838,,,,,,,,,,,,,6477,1197,5765,1083,712,114,0.88595,0.11405,,,,,7,0,,,,,,,,,,,,,73,8,71,8,2,0,,,,,,,,,,,,,5,2,0,0,0,0,,,,,,2,1082,242,1003,,0,0,0,,"local",""
2020-03-24,2020-09-25T14:30:00.000+02:00,,1283,193,1183,173,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7590,1005,6738,885,852,120,,,,,,,,,,,,,,,,,,,,,,,,,0.88998,0.11002,,,,,,,,,,,,,7452,975,6622,857,830,118,0.88206,0.11794,,,,,7,0,,,,,,,,,,,,,99,26,97,26,2,0,,,,,,,,,,,,,7,2,0,0,0,0,,,,,,4,1275,193,1176,,0,0,0,,"local",""
2020-03-25,2020-09-25T14:30:00.000+02:00,,1453,170,1332,149,121,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8618,1028,7638,900,980,128,,,,,,,,,,,,,,,,,,,,,,,,,0.88791,0.11209,,,,,,,,,,,,,8441,989,7485,863,956,126,0.87972,0.12028,,,,,9,2,,,,,,,,,,,,,142,43,128,31,14,12,,,,,,,,,,,,,7,0,0,0,0,0,,,,,,11,1440,165,1320,,3,3,3,,"local",""
2020-03-26,2020-10-06T15:30:00.000+02:00,,1716,263,1533,201,183,62,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.54,,,,,,,46.0,,14355,5737,12235,4597,2120,1140,,,,,,,,,,,,,,,,,,,,,,,,,0.858815,0.141185,,,,,,,,,,,,,13928,5487,11892,4407,2036,1080,0.852676,0.147324,,,,,9,0,,,,,,,,,80.0,,53.0,,140,-2,120,-8,20,6,,,,,,,,,,,,,6,-1,0,0,0,0,,,,40,,14,1702,262,1520,,4,1,4,,"local",""
2020-03-27,2020-10-06T15:30:00.000+02:00,,1913,197,1686,153,227,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15673,1318,13317,1082,2356,236,,,,,,,,,,,,,,,,,,,,,,,,,0.855635,0.144365,,,,,,,,,,,0.1487,0.1414,15166,1238,12904,1012,2262,226,0.85001,0.14999,,,,,14,5,,,,,,,,,,,,,148,8,128,8,20,0,,,,,,,,,,,,,6,0,0,0,0,0,,,,,,13,1881,179,1657,,17,13,15,,"local",""
2020-03-28,2020-09-25T14:30:00.000+02:00,,2040,127,1783,97,257,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16735,1062,14141,824,2594,238,,,,,,,,,,,,,,,,,,,,,,,,,0.851193,0.148807,,,,,,,,,,,0.1196,0.1177,16138,972,13653,749,2485,223,0.845426,0.154574,,,,,17,3,,,,,,,,,,,,,175,27,152,24,23,3,,,,,,,,,,,,,6,0,0,0,0,0,,,,,,9,1980,99,1729,,42,25,37,,"local",""
2020-03-29,2020-09-25T14:30:00.000+02:00,,2084,44,1816,33,268,11,,,,,,,,,,,,,,,,,,,,,,,,,0.87173,0.12827,,,,,,,,,,,17105,370,14414,273,2691,97,,,,,,,,,,,,,,,,,,,,,,,,,0.849295,0.150705,,,,,,,,,,,0.1189,0.1209,16459,321,13893,240,2566,81,0.843596,0.156404,,,,,21,4,,,,,,,,,,,,,181,6,160,8,21,-2,,,,,,,,,,,,,6,0,0,0,0,0,,,,80,,13,2000,20,1741,,62,20,54,,"local",""
2020-03-30,2020-10-06T15:30:00.000+02:00,,2256,172,1953,137,303,35,,,,,,,,,,,,,,,,,,,,,,,,,0.86455,0.13545,,,,,,,,,,,18451,1346,15490,1076,2961,270,,,,,,,,,,,,,,,,,,,,,,,,,0.846511,0.153489,,,,,,,,,,,0.127,0.1273,17672,1213,14870,977,2802,236,0.841102,0.158898,,,,,22,1,,,,,,,,,,,,,174,-7,150,-10,24,3,,,,,,,,,,,,,6,0,0,0,0,0,,,,,,4,2171,171,1877,,62,0,54,,"local",""
2020-03-31,2020-10-06T15:30:00.000+02:00,,2368,112,2039,86,329,26,,,,,,,,,,,,,,,,,,,,,,,,,0.85899,0.14101,,,,,,,,,,,19682,1231,16426,936,3256,295,,,,,,,,,,,,,,,,,,,,,,,,,0.841452,0.158548,,,,,,,,,,,0.091,0.0919,18786,1114,15714,844,3072,270,0.836146,0.163854,,,,,26,4,,,,,,,,,,,,,179,5,153,3,26,2,,,,,,,,,,,,,6,0,0,0,0,0,,,,,,21,2247,76,1930,,94,32,83,,"local",""
2020-04-01,2020-10-06T15:30:00.000+02:00,,2559,191,2158,119,401,72,,,,,,,,,,,,,,,,,,,,,,,,,0.84399,0.15601,,,,,,,,,,,21193,1511,17606,1180,3587,331,,,,,,,,,,,,,,,,,,,,,,,,,0.837518,0.162482,,,,,,,,,,,0.1264,0.1008,20196,1410,16817,1103,3379,307,0.832334,0.167666,,,,,27,1,,,,,,,,,,,,,181,2,154,1,27,1,,,,,,,,,,,,,6,0,0,0,0,0,,,,,,26,2334,87,1959,,197,103,172,,"local",""
2020-04-02,2020-10-06T15:30:00.000+02:00,,2688,129,2267,109,421,20,,,,,,,,,,,,,,,,,,,,,,,,,0.84265,0.15735,0.49,0.51,,,,,,,46.0,,22778,1585,18947,1341,3831,244,,,,,,,,,,,,,,,,,,,,,,,,,0.838275,0.161725,,,,,,,,,,,0.0814,0.0813,21620,1424,18020,1203,3600,221,0.832971,0.167029,,,,,28,1,1,,,,,,,,,86.0,,,201,20,171,17,30,3,,,,,,,,,,,,,10,4,0,0,0,0,,,,174,,31,2318,-16,1932,,341,144,307,,"local",""
2020-04-03,2020-10-06T15:30:00.000+02:00,,2805,117,2354,87,451,30,,,,,,,,,,,,,,,,,,,,,,,,,0.8395,0.1605,0.49,0.51,,,,,,,46.0,,24293,1515,20160,1213,4133,302,,,,,,,,,,,,,,,,,,,,,,,,,0.837282,0.162718,,,,,,,,,,,0.0773,0.0717,22963,1343,19118,1098,3845,245,0.831916,0.168084,,,,,29,1,1,0,,,,,,,,86.0,,,202,1,167,-4,35,5,,,,,,,,,,,,,10,0,0,0,0,0,,,,190,16,32,2301,-17,1892,,474,133,433,,"local",""
2020-04-04,2020-10-06T15:30:00.000+02:00,,2876,71,2413,59,463,12,,,,,,,,,,,,,,,,,,,,,,,,,0.83845,0.16155,0.49,0.51,,,,,,,46.0,,25306,1013,20984,824,4322,189,,,,,,,,,,,,,,,,,,,,,,,,,0.831215,0.16359,,,,,,,,,,,0.0701,0.0716,23837,874,19824,706,4013,168,0.831215,0.168785,,,,,34,5,1,0,,,,,,,,86.0,,,206,4,173,6,33,-2,,,,,,,,,,,,,10,0,0,0,0,0,,,,241,51,44,2205,-96,1791,,636,162,588,,"local",""
2020-04-05,2020-10-06T15:30:00.000+02:00,,2916,40,2444,31,472,9,,,,,,,,,,,,,,,,,,,,,,,,,0.83855,0.16145,0.49,0.51,,,,,,,46.0,,26061,755,21535,551,4526,204,,,,,,,,,,,,,,,,,,,,,,,,,0.833565,0.166435,,,,,,,,,,,0.0519,0.0563,24460,623,20266,442,4194,181,0.828044,0.171956,,,,,36,2,1,0,,,,,,,,86.0,,,193,-13,160,-13,33,0,,,,,,,,,,,,,10,0,0,0,0,0,,,,253,12,15,2124,-81,1709,,755,119,699,,"local",""
2020-04-06,2020-10-06T15:30:00.000+02:00,,2993,77,2503,59,490,18,,,,,,,,,,,,,,,,,,,,,,,,,0.83434,0.16566,0.4973,0.5027,,,,,,,46.0,,27366,1305,22585,1050,4781,255,,,,,,,,,,,,,,,,,,,,,,,,,0.825189,0.174811,,,,,,,,,,,0.059,0.0562,25488,1028,21085,819,4403,209,0.826995,0.173005,,,,,38,2,1,0,,,,,,,,86.0,,,191,-2,160,0,31,-2,,,,,,,,,,,,,10,0,0,0,0,0,,,,310,57,43,2183,59,1752,,771,16,713,,"local",""
2020-04-07,2020-10-06T15:30:00.000+02:00,,3080,87,2564,61,516,26,,,,,,,,,,,,,,,,,,,,,,,,,0.83191,0.16809,0.496,0.504,,,,,,,46.0,,28677,1311,23605,1020,5072,291,,,,,,,,,,,,,,,,,,,,,,,,,0.823844,0.176156,,,,,,,,,,,0.0664,0.0598,26618,1130,21967,882,4651,248,0.825097,0.174903,,,,,43,5,1,0,,,,,,,,86.0,,,190,-1,159,-1,31,0,,,,,,,,,,,,,10,0,0,0,0,0,,,,354,44,40,2044,-139,1620,,992,221,901,,"local",""
2020-04-08,2020-10-06T15:30:00.000+02:00,,3160,80,2628,64,532,16,,,,,,,,,,,,,,,,,,,,,,,,,0.83274,0.16726,0.496,0.504,,,,,,,46.0,,29867,1190,24537,932,5330,258,,,,,,,,,,,,,,,,,,,,,,,,,0.828585,0.171415,,,,,,,,,,,0.0672,0.0687,27629,1011,22753,786,4876,225,0.823286,0.176714,,,,,46,3,1,0,,,,,,,84.0,87.0,,,201,11,168,9,33,2,,,,,,,,,,,,,10,0,0,0,0,0,,,,374,20,28,1939,-105,1525,,1174,182,1057,,"local",""
2020-04-09,2020-10-06T15:30:00.000+02:00,,3231,71,2685,57,546,14,,,,,,,,,,,,,,,,,,,,,,,,,0.82035,0.17965,0.495,0.505,,,,,,,46.0,,30946,1079,25400,863,5546,216,,,,,,,,,,,,,,,,,,,,,,,,,0.827701,0.172299,,,,,,,,,,,0.0658,0.066,28503,874,23451,698,5052,176,0.822498,0.177502,,,,,49,3,1,0,,,,,,,,87.0,,,192,-9,163,-5,29,-4,,,,,,,,,,,,,10,0,0,0,0,0,,,,412,38,22,1850,-89,1445,,1331,157,1191,,"local",""
2020-04-10,2020-10-06T15:30:00.000+02:00,,3279,48,2720,35,559,13,,,,,,,,,,,,,,,,,,,,,,,,,0.81927,0.18073,0.495,0.505,,,,,,,46.0,,31842,896,26091,691,5751,205,,,,,,,,,,,,,,,,,,,,,,,,,0.826109,0.173891,,,,,,,,,,,0.0536,0.0507,29191,688,23969,518,5222,170,0.820824,0.179176,,,,,54,5,1,0,,,,,,,,87.0,,,193,1,165,2,28,-1,,,,,,,,,,,,,10,0,0,0,0,0,,,,444,32,43,1662,-188,1302,,1562,231,1364,,"local",""
2020-04-11,2020-10-06T15:30:00.000+02:00,,3291,12,2727,7,564,5,,,,,,,,,,,,,,,,,,,,,,,,,0.81835,0.18165,0.495,0.505,,,,,,,46.0,,32253,411,26400,309,5853,102,,,,,,,,,,,,,,,,,,,,,,,,,0.825203,0.174797,,,,,,,,,,,0.0292,0.0227,29526,335,24217,248,5309,87,0.819878,0.180122,,,,,58,4,1,0,,,,,,,,85.0,,,180,-13,150,-15,30,2,,,,,,,,,,,,,10,0,0,0,0,0,,,,465,21,35,1490,-172,1168,,1742,180,1501,,"local",""
2020-04-12,2020-10-06T15:30:00.000+02:00,,3310,19,2739,12,571,7,,,,,,,,,,,,,,,,,,,,,,,,,0.81835,0.18165,0.495,0.505,,,,,,,46.0,,32512,259,26608,208,5904,51,,,,,,,,,,,,,,,,,,,,,,,,,0.825061,0.174939,,,,,,,,,,,0.0734,0.0577,29742,216,24390,173,5352,43,0.819743,0.180257,,,,,62,4,1,0,,,,,,,,85.0,,,192,12,161,11,31,1,,,,,,,,,,,,,10,0,0,0,0,0,,,,467,2,7,1386,-104,1086,,1861,119,1591,,"local",""
2020-04-13,2020-10-06T15:30:00.000+02:00,,3313,3,2742,3,571,0,,,,,,,,,,,,,,,,,,,,,,,,,0.81857,0.18143,0.495,0.505,,,,,,,46.0,,32599,87,26690,82,5909,5,,,,,,,,,,,,,,,,,,,,,,,,,0.825233,0.174767,,,,,,,,,,,0.0345,0.0366,29800,58,24443,53,5357,5,0.819897,0.180103,,,,,65,3,1,0,,,,,,,,85.0,,,172,-20,139,-22,33,2,,,,,,,,,,,,,9,-1,0,0,0,0,,,,486,19,17,1348,-38,1059,,1899,38,1618,,"local",""
